SITE_ID,UID,VISIT_NO,REF_NWCA,NWCA_ECO4,NWCA_WET_GRP,TOTN_SPP,TOTN_FAM,H_ALL,J_ALL,D_ALL,TOTN_NATSPP,TOTN_INTRSPP,H_NAT,J_NAT,D_NAT,N_GRAMINOID,N_FORB,N_HERB,N_SHRUB,N_TREE,N_ANNUAL,N_PERENNIAL,FREQ_SUBMERGED_AQ,FREQ_FLOATING_AQ,FREQ_VTALL_VEG,FREQ_TALL_VEG,FREQ_HMED_VEG,FREQ_MED_VEG,FREQ_SMALL_VEG,FREQ_VSMALL_VEG,FREQ_H2O,FREQ_LITTER,FREQ_EXPOSED_SOIL,FREQ_EXPOSED_GRAVEL,XABCOV_AC,ELEVMAX_200M,ELEVMEAN_200M,ELEVMIN_200M,PCVPY_PT,PIP_PT,PMAX_PT,PMEAN_PT,PMIN_PT,TIP_PT,TMAX_PT,TMAXSD_PT,TMEAN_PT,TMEANPW_PT,TMEANPY_PT,TMEANSD_PT,TMIN_PT,TMINSD_PT,pH_All_Layers,pH_Upper_Layer
NWCA11-1162,3856,2,I,W,PRLW,80,27,3.2048,0.7314,0.9274,76,3,3.1403,0.7251,0.9236,19,51,70,3,2,4,69,0,0,0,0,40,40,100,100,0,100,100,80,4.68,1.02,1.02,1.02,0.701274,48.875,22.549,144.561,5.995,26.11,25.54,0.68,20.253,10.403,20.143,0.531,14.96,0.776,6.45,6.45
NWCA11-1163,5370,1,M,W,PRLW,45,20,1.5206,0.3995,0.6973,17,22,0.6856,0.242,0.4219,6,30,36,2,1,5,23,0,0,0,80,20,100,100,100,60,100,100,80,93.72,0.82,0.548,0,0.783954,70.12,15.402,126.236,7.918,24.748,22.33,0.564,16.674,4.262,16.383,0.532,11.02,0.568,6.35,6.35
NWCA11-1168,5371,1,I,IPL,PRLH,28,20,1.842,0.5528,0.7275,20,5,1.5026,0.5016,0.6385,5,13,18,2,2,1,25,0,100,0,20,40,100,100,20,100,100,20,0,14.44,2.27,1.115,0,0.737903,72.372,19.874,164.675,9.72,26.422,24.47,0.494,19.839,9.443,19.858,0.431,15.21,0.44,4.3,4.3
NWCA11-1174,3530,1,L,W,PRLW,30,18,1.6155,0.475,0.5959,29,0,1.5419,0.4579,0.5773,6,19,25,2,1,0,28,0,0,0,0,0,0,100,100,80,100,80,80,0,0.8,0.24,4.00E-02,0.421188,74.687,10.797,113.041,7.559,23.752,18.9,0.64,14.431,1.653,14.338,0.546,9.97,0.511,5.52,5.7
NWCA11-1179,4692,2,I,EMU,PRLW,60,32,1.9649,0.4799,0.6964,56,3,1.9519,0.4849,0.695,11,24,35,4,6,2,56,0,0,0,100,100,100,100,100,80,100,20,20,0.26,15.06,6.591,0.98,0.224527,79.877,11.557,123.272,8.377,20.74,15.83,0.627,11.034,-1.378,11.397,0.591,6.24,0.624,5.433333333,5.35
NWCA11-1179,4693,1,I,EMU,PRLW,67,38,1.8208,0.433,0.6792,64,2,1.8172,0.4369,0.6789,12,28,40,4,7,4,61,40,0,0,0,100,100,100,100,80,100,40,0,0.04,0.37,0.23,3.00E-02,0.509046,60.803,17.896,155.763,9.685,27.155,24.95,0.491,19.873,10.343,20.556,0.46,14.79,0.518,,
NWCA11-1180,4353,1,M,EMU,EH,3,2,0.0435,0.0396,0.014,3,0,0.0435,0.0396,0.014,2,1,3,0,0,0,3,0,0,0,0,0,0,100,100,0,0,40,0,0,164.46,164.09,163.84,0.760575,39.071,11.394,91.687,3.124,21.156,16.11,0.87,10.78,-5.022,10.612,0.73,5.45,0.747,6.133333333,6.4
NWCA11-1180,4691,2,M,EMU,EH,3,2,0.0444,0.0404,0.0144,3,0,0.0444,0.0404,0.0144,2,1,3,0,0,0,3,0,0,0,0,0,0,100,100,100,100,20,0,0,0,0,0,1.12833,8.04,14.841,71.913,1.70E-02,17.09,20.83,0.566,14.456,8.973,13.955,0.532,8.08,0.713,6.7,6.7
NWCA11-1181,4354,1,I,EMU,PRLW,58,36,2.2296,0.5491,0.8081,56,0,2.2274,0.5533,0.808,3,25,28,4,7,1,57,0,0,0,80,60,80,80,80,100,100,0,0,0,51.11,45.733,42.7,0.302289,58.9,11.821,122.356,8.858,19.471,15,0.637,9.382,-3.34,9.808,0.622,3.77,0.653,4.7,4.7
NWCA11-1183,4690,1,I,EMU,PRLW,76,32,1.5828,0.3655,0.6017,69,6,1.541,0.3639,0.5956,9,31,40,6,6,3,71,0,0,0,100,100,100,100,100,60,100,80,20,1.14,13.05,5.25,0.28,0.248246,58.68,12.847,123.337,8.909,20.348,15.43,0.642,10.797,-1.87,11.095,0.594,6.16,0.594,4.733333333,4.733333333
NWCA11-1184,4689,1,M,EMU,EH,4,2,0.2176,0.157,0.0879,4,0,0.2176,0.157,0.0879,3,1,4,0,0,0,4,0,0,0,0,0,0,0,100,80,60,20,0,0,0.43,0.208,0.02,0.866956,70.703,23.432,147.102,5.009,28.308,28.22,0.326,24.61,18.77,24.664,0.368,21,0.542,6.15,6.15
NWCA11-1186,4688,1,M,EMU,PRLW,75,41,2.2265,0.5157,0.8015,69,5,2.1809,0.5151,0.7968,14,42,56,4,2,7,65,20,0,0,0,0,100,100,100,100,80,0,0,1.18,1.24,7.70E-02,0,1.12833,8.04,14.77,72.549,1.80E-02,17.09,20.79,0.566,14.452,8.973,13.955,0.532,8.12,0.713,6.95,6.766666667
NWCA11-1187,4687,1,M,EMU,EH,40,20,1.0941,0.2966,0.517,32,5,2.0982,0.6054,0.8072,9,22,31,0,0,6,29,0,0,0,0,0,40,100,100,100,100,0,0,92.68,0.99,9.20E-02,0,1.15697,8.836,11.382,56.866,0.019,16.623,20.04,0.48,14.427,9.38,13.841,0.423,8.82,0.542,,
NWCA11-1188,4686,1,M,EMU,EW,50,28,2.8592,0.7309,0.9229,42,8,2.6675,0.7137,0.9094,10,7,17,5,10,0,49,0,0,0,100,100,100,100,100,100,100,0,0,9.16,0.73,0.297,0,0.421188,74.687,10.807,113.077,7.562,23.752,18.91,0.64,14.435,1.653,14.338,0.546,9.96,0.511,5.18,4.8
NWCA11-1189,4685,1,M,EMU,PRLW,71,37,2.427,0.5694,0.8326,53,15,1.7849,0.4496,0.634,9,30,39,6,6,3,64,0,0,0,40,100,100,100,100,80,100,20,0,69.06,1.06,0.856,0.66,0.767998,75.331,18.72,164.703,9.921,26.126,24.73,0.501,19.661,9.01,19.472,0.419,14.59,0.498,,
NWCA11-1190,4684,1,I,EMU,PRLW,93,51,2.4326,0.5367,0.8339,85,7,2.4077,0.542,0.8324,15,46,61,7,4,8,80,80,40,0,40,40,60,100,100,100,60,0,0,0.48,0.02,0.01,0.01,0.589153,68.093,19.695,132.592,6.094,26.85,26.46,0.707,21.733,14.347,22.551,0.562,17,0.858,7.55,7.5
NWCA11-1193,4683,1,M,EMU,PRLH,59,32,2.4304,0.596,0.8703,56,2,2.3332,0.5796,0.8541,9,29,38,4,3,5,53,0,0,0,40,80,100,100,100,20,100,0,0,12.14,517.43,516.882,516.65,0.677363,41.436,9.117,47.984,1.159,16.745,11.03,1.254,4.844,-13.764,3.614,1.098,-1.34,1.056,,
NWCA11-1197,3666,2,I,CPL,EH,8,4,1.4651,0.7046,0.7468,6,1,1.2439,0.6942,0.6838,5,1,6,0,0,1,6,0,0,0,0,0,20,100,80,0,100,80,0,14.62,0.61,0.401,0.2,0.604114,50.975,17.803,130.502,5.664,26.48,25.61,0.526,20.069,9.895,19.973,0.548,14.53,0.716,5.5,5.5
NWCA11-1197,5372,1,I,CPL,EH,8,3,1.4699,0.7069,0.7508,7,1,1.2113,0.6225,0.6682,5,1,6,0,0,2,5,0,0,0,0,0,0,80,100,80,100,100,0,11.2,1.54,0.965,0.14,1.19064,7.459,8.571,44.847,3.30E-02,20.04,22.48,0.552,15.789,8.902,15.134,0.476,9.1,0.646,5.4,5.6
NWCA11-1198,3914,2,I,CPL,EH,14,6,1.7585,0.6663,0.7852,12,1,1.5378,0.6189,0.7288,9,3,12,0,0,1,10,0,0,0,0,0,0,100,100,100,100,40,0,36.2,0.33,0.282,-0.11,0.349307,65.258,10.837,113.643,7.11,21.552,15.88,0.959,11.727,-0.145,12.815,0.914,7.57,0.909,3.966666667,3.966666667
NWCA11-1198,5373,1,I,CPL,EH,16,8,1.6008,0.5774,0.737,14,1,1.3434,0.509,0.6436,10,4,14,0,0,1,12,0,0,0,0,0,0,100,100,80,100,80,0,38,277.61,275.857,275.3,0.437201,63.681,10.328,97.855,5.323,20.181,15.34,0.674,10.032,-4.498,9.706,0.64,4.73,0.665,6.68,6.7
NWCA11-1199,3934,1,M,CPL,PRLW,13,12,1.0962,0.4274,0.513,11,1,1.3781,0.5747,0.6212,2,0,2,1,4,0,13,0,0,0,20,60,100,100,60,0,100,0,0,70,1.01,0.822,0.6,0.485523,58.222,11.467,109.93,7.69,23.194,18.6,0.539,13.843,1.993,14.599,0.496,9.09,0.546,5.96,5.766666667
NWCA11-1200,3913,1,M,CPL,EW,6,5,0.6133,0.3423,0.3085,4,2,0.5652,0.4077,0.2971,1,1,2,1,1,0,6,0,0,0,0,20,20,80,20,60,100,100,0,0.06,3.01,2.028,0.89,0.240966,62.886,11.661,121.755,8.313,20.936,15.78,0.635,11.078,-1.088,11.785,0.614,6.37,0.682,5.133333333,5.133333333
NWCA11-1202,3694,1,M,CPL,EH,8,4,1.3717,0.6596,0.7091,6,1,0.7077,0.395,0.3583,6,2,8,0,0,1,7,0,0,0,0,0,0,100,80,20,100,80,0,52,16.02,5.547,3.37,0.593633,24.142,29.994,193.835,2.823,13.065,13.49,0.628,10.631,7.063,10.041,0.574,7.77,0.632,5.7,4.9
NWCA11-1203,3569,1,M,CPL,EH,4,3,0.0125,0.009,0.0029,4,0,0.0125,0.009,0.0029,2,2,4,0,0,0,4,0,0,0,0,0,0,0,100,100,100,80,0,0,2.5,1.548,-0.13,0.28821,55.47,10.878,106.167,7.467,22.387,16.74,0.648,12.443,0.423,12.875,0.66,8.15,0.923,5.05,4.5
NWCA11-1205,5374,1,M,CPL,PRLW,36,20,2.2858,0.6379,0.8485,32,3,2.2145,0.639,0.8421,6,12,18,2,5,3,32,0,0,0,0,100,100,100,100,20,100,80,60,2.84,1.06,0.478,0,0.512908,68.307,18.496,158.139,10.187,27.212,24.85,0.489,19.857,10.195,20.535,0.474,14.86,0.551,,
NWCA11-1207,5375,1,M,CPL,EH,6,3,0.837,0.4671,0.5004,5,1,0.8019,0.4982,0.4936,4,2,6,0,0,0,6,0,0,0,0,0,0,20,100,100,100,100,0,0.6,881.83,881.034,880.04,0.682468,32.369,6.299,32.995,0.703,17.176,14.51,1.335,7.308,-8.63,5.098,1.113,0.11,1.039,8.2,8.2
NWCA11-1209,5376,1,M,CPL,PRLW,25,15,1.8485,0.5743,0.7929,19,5,1.6839,0.5719,0.7741,2,13,15,0,3,3,19,0,0,0,80,60,60,100,100,80,100,100,20,3.44,57.76,56.529,55.42,0.909251,39.25,15.104,138.53,7.627,25.608,22.14,0.69,16.494,4.862,17.358,0.567,10.85,0.525,5,5
NWCA11-1210,3576,1,M,CPL,EH,6,4,0.4011,0.2239,0.1617,6,0,0.4011,0.2239,0.1617,3,2,5,0,0,0,6,0,0,0,0,0,0,80,100,100,100,40,0,0,36.83,10.456,4.19,0.593633,24.142,30.262,195.513,2.855,13.065,13.68,0.628,10.687,7.063,10.041,0.574,7.69,0.632,5.775,
NWCA11-1213,3751,1,M,CPL,EH,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,100,40,0,20,80,0,0,99,1073.56,1069.69,1066.63,0.484352,15.823,5.45,39.271,1.837,12.005,12.66,0.786,5.047,-6.727,3.55,0.796,-2.57,0.982,7.666666667,7.666666667
NWCA11-1217,3740,1,I,CPL,PRLW,44,31,2.2853,0.6039,0.8499,29,11,1.9917,0.5915,0.8165,4,16,20,2,7,5,33,0,0,0,100,80,60,100,100,0,0,0,0,16.58,54.72,52.804,51.34,0.823661,38.576,14.451,132.451,6.949,25.747,22.47,0.695,16.687,5.063,17.52,0.566,10.91,0.542,6.266666667,6.2
NWCA11-1218,3741,1,M,CPL,EH,2,2,0.692,0.9983,0.4989,2,0,0.692,0.9983,0.4989,1,1,2,0,0,0,2,0,0,0,0,0,0,0,40,100,0,0,0,0,197.77,191.786,185.95,0.454058,59.267,11.894,111.625,7.628,21.172,18.58,0.742,12.005,-1.267,11.869,0.581,5.43,0.592,5.714285714,5.26
NWCA11-1221,3868,1,I,CPL,PRLW,56,34,2.7073,0.6726,0.8732,49,4,2.5427,0.6533,0.8486,13,15,28,1,8,1,53,0,0,0,100,60,80,100,100,0,100,100,0,12.66,12.12,11.9,11.83,0.813665,75.29,11.735,144.382,5.194,27.212,28.99,0.501,22.745,14.727,22.706,0.477,16.5,0.581,4.7,4.766666667
NWCA11-1222,3575,1,M,CPL,EH,4,2,0.8846,0.6381,0.5444,3,1,0.8463,0.7703,0.5374,3,0,3,0,0,0,3,0,0,0,0,0,0,20,100,60,100,100,0,0.22,0.74,0.5,0.1,0.468012,59.851,11.135,109.717,7.585,23.772,19.64,0.635,14.228,1.785,14.61,0.608,8.82,0.729,5.966666667,5.3
NWCA11-1223,5377,1,M,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,64.8,57.241,56.38,0.805978,43.065,13.868,130.364,6.792,25.529,22.01,0.652,16.378,4.884,17.387,0.544,10.74,0.531,,
NWCA11-1225,3752,1,I,CPL,PRLW,18,15,1.9476,0.6738,0.8196,18,0,1.9476,0.6738,0.8196,1,1,2,4,6,0,18,0,0,0,100,80,100,100,80,100,60,0,0,0,355.82,348.925,340.18,0.668478,49.578,9.981,65.273,1.62,17.793,11.67,1.113,5.972,-13.034,4.913,0.988,0.28,1.01,,
NWCA11-1226,3667,1,M,CPL,EH,5,3,0.7432,0.4618,0.5076,4,1,0.1102,0.0795,0.0423,4,1,5,0,0,1,4,0,0,0,0,0,20,100,80,20,100,100,0,33.4,0.9,0.568,0.1,0.468012,59.851,11.134,109.727,7.585,23.772,19.65,0.635,14.228,1.785,14.61,0.608,8.81,0.729,4.525,
NWCA11-1233,3921,2,M,CPL,EW,3,3,0.767,0.6982,0.5039,3,0,0.767,0.6982,0.5039,0,1,1,0,0,0,3,0,0,0,0,0,0,100,100,100,100,100,0,0,370.1,366.606,365.12,0.657962,42.126,12.513,85.9,2.033,18.907,13.14,0.991,7.584,-9.782,7.012,0.901,2.03,0.895,6.85,6.85
NWCA11-1233,5378,1,M,CPL,EW,2,2,0.445,0.642,0.2732,2,0,0.445,0.642,0.2732,0,0,0,0,0,0,2,0,0,0,0,0,0,100,100,100,100,100,0,0,1.27,1.133,0.1,0.384881,79.671,10.295,108.758,6.837,22.993,18.63,0.712,13.057,0.302,13.504,0.613,7.49,0.578,5.133333333,5.133333333
NWCA11-1235,5350,2,M,CPL,PRLH,26,13,1.4792,0.454,0.6542,17,5,1.0927,0.3857,0.4941,8,11,19,0,0,2,16,0,0,0,0,0,0,100,100,0,100,100,0,20.66,448.22,447.778,447.06,1.05798,42.678,11.475,74.51,1.399,19.944,15.78,1.085,9.478,-6.812,8.74,0.863,3.18,0.745,6.38,7.033333333
NWCA11-1235,5379,1,M,CPL,PRLH,25,13,1.412,0.4387,0.6849,21,2,1.0551,0.3466,0.5501,8,11,19,1,0,4,16,0,0,0,0,0,20,100,100,0,100,0,0,21.6,446.17,439.745,437.91,0.65077,42.487,11.15,62.782,1.546,15.981,9.85,1.073,3.88,-14.102,3.508,1.075,-2.09,1.201,6.9,6.9
NWCA11-1238,5380,1,I,CPL,PRLW,45,25,1.4953,0.3928,0.5552,43,1,1.4376,0.3822,0.5417,11,13,24,2,7,0,41,0,0,0,80,100,100,80,100,0,100,0,0,1.24,175.7,174.153,173.36,0.441888,60.024,8.693,85.523,4.496,21.155,14.59,0.699,10.161,-4.177,10.397,0.695,5.73,0.776,5.86,5.266666667
NWCA11-1239,5381,1,I,CPL,EW,3,3,0.888,0.8083,0.515,3,0,0.888,0.8083,0.515,0,0,0,0,0,0,3,0,0,0,80,100,100,100,100,100,100,60,0,0,164.21,163.871,163.84,0.760739,39.068,11.394,91.694,3.124,21.152,16.11,0.87,10.78,-5.026,10.608,0.73,5.45,0.748,6.45,6.45
NWCA11-1240,2610,1,M,CPL,PRLH,74,31,2.4071,0.5593,0.8383,71,0,2.4014,0.5634,0.838,18,39,57,2,3,0,69,0,0,0,60,0,60,100,100,0,100,100,0,0,291.08,286.989,284.76,0.613437,52.633,11.493,76.602,1.803,18.657,12.43,1.121,7.031,-11.008,6.164,1.017,1.63,1.032,6.45,6.45
NWCA11-1243,3734,1,L,CPL,PRLH,7,5,0.6101,0.3135,0.3713,7,0,0.6101,0.3135,0.3713,3,4,7,0,0,0,6,100,100,0,0,0,0,0,80,100,100,0,0,0,503.33,484.465,479.74,0.614299,41.962,11.014,68.083,1.346,15.903,10.15,1.059,4.002,-13.55,3.553,1.073,-2.14,1.18,5.566666667,5.566666667
NWCA11-1245,4911,1,L,CPL,PRLH,21,14,1.9743,0.6485,0.8051,19,0,1.9522,0.663,0.8033,9,8,17,1,0,0,17,100,100,0,0,0,0,100,100,100,100,0,0,0,578.72,570.926,565.94,0.593681,42.267,8.428,46.24,1.062,16.714,11.82,1.23,5.435,-13.012,3.967,1.056,-0.94,0.996,,
NWCA11-1247,5382,1,L,CPL,PRLW,22,16,2.466,0.7978,0.8808,21,0,2.4458,0.8033,0.8796,3,2,5,2,5,0,21,0,0,0,100,60,100,100,100,0,100,60,0,0,100.42,56.054,41.81,0.404546,101.268,12.989,123.62,7.227,21.076,16.98,0.73,11.209,-2.028,11.217,0.594,5.44,0.651,6.166666667,6.166666667
NWCA11-1248,5383,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,100,100,80,100,0,0,208.26,191.055,184.69,0.751323,34.681,12.743,103.871,4.485,22.181,17.86,0.827,12.049,-3.422,11.815,0.691,6.24,0.73,5.05,5.133333333
NWCA11-1249,5384,1,L,CPL,EW,5,5,0.9895,0.6148,0.5673,5,0,0.9895,0.6148,0.5673,0,1,1,0,0,0,5,0,0,0,0,0,100,100,100,100,100,20,0,0,1.76,0.79,0,0.387325,55.016,11.477,111.38,7.583,23.3,18.25,0.588,13.766,1.71,14.34,0.564,9.28,0.636,4.433333333,4
NWCA11-1256,5385,1,M,CPL,EH,6,6,0.5789,0.3231,0.2901,6,0,0.5789,0.3231,0.2901,2,2,4,0,0,0,6,20,0,0,0,0,0,100,80,80,100,0,0,0,87.03,86.519,86.28,0.748774,48.993,13.644,127.541,6.557,23.873,20.59,0.662,14.801,1.763,15.256,0.584,9.02,0.661,,
NWCA11-1258,5386,1,M,CPL,PRLW,38,30,2.3453,0.6447,0.8131,32,4,2.287,0.6599,0.8058,0,15,15,3,5,0,34,60,100,20,100,80,100,100,100,100,100,100,0,2.3,198.07,195.265,194.84,0.682432,39.613,9.096,79.8,2.743,16.808,12.19,0.87,6.501,-8.005,6.249,0.858,0.82,0.961,7.36,6.85
NWCA11-1260,4008,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,100,0,100,0,0,0,328.57,324.467,321.93,0.530319,60.604,12.069,104.607,5.526,20.142,15.18,0.707,9.661,-4.731,9.843,0.711,4.14,0.77,4.5,4.533333333
NWCA11-1263,5387,1,I,CPL,EH,6,6,0.1907,0.1064,0.078,6,0,0.1907,0.1064,0.078,1,2,3,1,0,0,6,0,0,0,0,0,20,100,80,0,100,100,0,0,203,201.899,200.96,0.556494,57.014,11.397,99.218,4.262,20.54,15.63,0.774,10.054,-5.182,10.169,0.719,4.48,0.759,7.3,7.3
NWCA11-1266,2668,1,M,CPL,EH,4,3,0.328,0.2366,0.1349,3,1,1.0141,0.9231,0.6172,3,1,4,0,0,0,4,0,0,0,0,0,0,100,100,0,100,40,0,72.02,0.26,0.094,0,0.721087,78.935,11.449,117.013,8.216,23.894,19.73,0.602,15.162,2.752,15.205,0.526,10.6,0.583,5.1,5.266666667
NWCA11-1267,4011,1,I,CPL,PRLH,44,23,2.4292,0.6419,0.8288,39,1,2.339,0.6384,0.8129,12,21,33,0,1,3,34,60,0,0,0,0,0,100,100,100,100,0,0,0.02,104.22,76.068,67.87,0.661505,37.87,40.594,250.665,3.982,13.942,14.92,0.594,10.089,3.812,9.414,0.454,5.26,0.527,5.725,5.5
NWCA11-1271,5389,1,I,CPL,PRLH,16,12,1.2357,0.4457,0.5548,15,0,1.2259,0.4527,0.5534,5,10,15,0,0,0,15,0,0,0,0,0,20,100,100,0,100,100,0,0,86.86,86.594,86.37,0.753796,48.444,13.673,127.646,6.561,23.85,20.57,0.665,14.775,1.763,15.26,0.582,8.98,0.653,,
NWCA11-1275,5390,1,M,CPL,PRLW,54,37,2.0209,0.5066,0.7264,44,6,1.9753,0.522,0.7215,4,22,26,1,3,7,41,0,0,0,0,100,100,100,100,0,100,100,0,1.16,429.02,419.636,414.82,0.643382,39.589,10.204,68.946,1.443,16.48,10.42,1.022,4.586,-12.958,4.217,1.035,-1.25,1.181,5.6,5.6
NWCA11-1278,4912,1,I,CPL,EH,10,6,0.1673,0.0727,0.059,10,0,0.1673,0.0727,0.059,5,1,6,0,2,0,10,0,0,0,0,0,20,100,60,100,100,100,0,0,1339.19,1339.14,1339.05,1.16335,5.733,2.879,20.296,0.769,19.581,19.71,0.918,11.373,2.523,11,0.766,3.04,0.75,9.5,9.5
NWCA11-1280,4913,1,L,CPL,PRLW,25,23,2.1296,0.6616,0.8269,23,1,2.0528,0.6547,0.8182,1,9,10,0,7,0,24,0,0,40,60,100,100,100,100,0,100,100,0,0.4,1.37,0.591,0,0.826825,72.574,18.186,163.269,9.731,26.355,23.81,0.485,19.653,9.403,19.795,0.43,15.5,0.491,5.5,5.5
NWCA11-1286,4914,1,I,CPL,PRLH,28,17,0.7144,0.2144,0.2873,21,2,0.674,0.2214,0.2784,4,13,17,0,1,2,17,80,100,0,0,0,0,100,100,100,100,60,0,0.46,1.5,1.388,1,0.81844,15.893,15.02,121.798,7.167,28.855,24.69,0.537,21.252,12.238,21.546,0.405,17.82,0.454,8,7.85
NWCA11-1291,4915,1,I,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,0,100,100,0,0,0,2304.99,2280.16,2257.83,1.09083,24.46,9.56,55.145,1.682,17.236,16.34,1.003,8.907,-0.614,8.398,0.938,1.48,1.02,8,7.8
NWCA11-1292,4916,1,I,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,60,80,100,100,0,0,1.31,0.847,0,0.734597,50.64,16.237,120.764,5.885,26.926,23.5,0.503,18.812,8.441,19.087,0.565,14.12,0.737,6.4,6.4
NWCA11-1299,2672,1,I,CPL,PRLH,28,19,2.3132,0.6942,0.8611,24,2,2.2851,0.719,0.8595,8,9,17,1,3,1,23,0,0,0,0,20,80,100,100,0,100,100,0,0.24,1.23,0.981,0.35,0.735004,50.273,16.252,121.421,5.994,26.864,23.4,0.502,18.793,8.392,19.046,0.558,14.18,0.707,5.2,5.2
NWCA11-1300,4917,1,I,CPL,EH,2,2,0.063,0.0909,0.0228,2,0,0.063,0.0909,0.0228,2,0,2,0,0,0,2,0,0,0,0,0,0,100,0,100,100,100,0,0,2.76,1.32,0.7,1.0066,10.419,12.199,105.794,6.239,27.789,25.61,0.62,21.539,12.535,21.412,0.445,17.47,0.44,8.266666667,8.1
NWCA11-1303,3733,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,100,100,80,100,0,0,0.3,0.167,0,0.853686,32.155,17.093,144.315,7.781,27.191,25.07,0.555,20.548,10.852,20.444,0.442,16.03,0.497,6.766666667,6.3
NWCA11-1304,2669,1,M,CPL,PRLW,57,41,2.9728,0.7353,0.9202,53,4,2.9629,0.7463,0.9199,6,20,26,4,10,4,46,0,0,0,60,60,60,60,100,0,100,80,0,0.1,0.31,0.112,-0.01,0.853686,32.155,17.097,144.328,7.778,27.191,25.12,0.555,20.542,10.852,20.444,0.442,15.97,0.497,7.7,7.2
NWCA11-1305,4918,1,L,CPL,EH,6,5,1.0954,0.6114,0.6158,5,0,1.0936,0.6795,0.6157,2,1,3,0,0,0,5,0,0,0,0,0,0,100,100,0,100,100,0,0,0.7,0.478,0.16,0.590598,49.332,17.756,126.91,5.678,27.165,24.56,0.477,19.617,9.455,20.023,0.53,14.68,0.634,5.4,5.4
NWCA11-1308,4922,1,L,CPL,PRLW,53,39,2.8133,0.7086,0.9173,48,0,2.7938,0.7217,0.9166,2,21,23,3,6,1,46,40,0,20,80,80,80,80,80,40,80,80,0,0,1109.89,1101.23,1095.88,0.814591,43.306,8.018,50.434,0.879,18.48,16.23,0.943,8.893,-4.587,8.473,0.741,1.56,0.653,6.8,6.8
NWCA11-1311,4920,1,M,CPL,PRLH,34,20,2.0138,0.5711,0.8251,30,2,2.002,0.5886,0.8244,5,21,26,0,0,4,24,0,40,0,0,0,0,80,100,40,100,100,0,0.06,1283.23,1282.79,1282.3,1.18274,12.925,7.749,44.251,0.959,23.401,21.01,0.853,12.699,1.803,13.412,0.668,4.39,0.541,6.833333333,6.75
NWCA11-1314,5927,1,M,CPL,PRLH,72,39,3.2759,0.766,0.9393,67,1,3.3554,0.798,0.9505,14,24,38,3,7,3,60,0,0,0,0,40,100,100,100,100,100,80,0,22,2896.72,2878.03,2873.27,0.618217,30.414,8.535,69.03,2.713,11.971,10.82,1.056,4.521,-3.615,4.501,1.479,-1.78,2.346,6.366666667,5.9
NWCA11-1316,4921,1,I,CPL,PRLH,9,5,1.2591,0.573,0.6323,9,0,1.2591,0.573,0.6323,6,3,9,0,0,0,9,0,0,0,0,0,0,100,100,0,100,100,0,0,1.04,0.37,0,0.804396,66.25,18.539,144.629,8.447,25.793,21.39,0.527,17.245,5.795,17.073,0.544,13.1,0.618,5.65,5.65
NWCA11-1321,4923,1,I,CPL,PRLH,28,17,0.7906,0.2373,0.2909,25,0,0.7816,0.2428,0.2893,4,16,20,0,0,6,17,0,0,0,0,0,0,100,100,0,100,60,0,0,1.73,1.687,1.64,1.11123,84.653,20.638,144.666,3.904,28.084,30.02,0.596,24.275,17.385,24.238,0.457,18.53,0.744,7.1,7.1
NWCA11-1322,4924,1,I,CPL,PRLW,12,9,1.7383,0.6995,0.7738,12,0,1.7383,0.6995,0.7738,0,0,0,3,4,0,12,0,0,60,100,60,100,60,40,0,100,80,0,0,607.7,604.185,602.56,0.781282,38.188,8.667,52.665,1.191,17.025,11.69,1.249,5.621,-12.87,4.215,1.063,-0.45,1.029,,
NWCA11-1324,4925,1,L,CPL,PRLH,39,19,2.176,0.594,0.8114,34,1,2.0462,0.5803,0.7649,20,12,32,1,1,1,32,0,0,0,0,100,100,100,100,100,100,80,0,0.06,629.67,614.643,612.45,0.598169,41.78,8.703,46.206,1.117,16.462,11.31,1.169,5.18,-13.217,3.684,1.015,-0.95,0.984,8.25,8
NWCA11-1325,4926,1,M,CPL,PRLW,31,27,1.9784,0.5761,0.7986,27,1,1.9566,0.5937,0.7968,4,6,10,1,9,0,30,40,0,0,80,100,100,100,100,100,100,60,0,0.02,2357.17,2309.48,2277.56,1.11278,24.881,9.541,54.6,1.652,17.308,16.19,0.994,8.816,-0.597,8.485,0.964,1.44,1.089,7.85,7.9
